Channel,message,category
Freezing Moon - Ancient Beast,"the edit feature here is pretty nice, lack of sleep makes me a bad typer :P",joy
Freezing Moon - Ancient Beast,"yeah, I always like to edit stuff xD",joy
Freezing Moon - Ancient Beast,"@Zephyrum as a history buff that you are, you'll probably love the eventual Kingdom Wars AB mode",joy
Freezing Moon - Ancient Beast,woot nice,joy
Freezing Moon - Ancient Beast,sounds nice though,joy
Freezing Moon - Ancient Beast,been a while since I last played homm3; got a new monitor and it looks a-w-f-u-l because the screen won't resize and the game doesn't have an option to change screen size :/,anger
Freezing Moon - Ancient Beast,I'm not buying that,anger
Freezing Moon - Ancient Beast,"ikr, lame; a lot of fans hate the price tag and greediness",sadness
Freezing Moon - Ancient Beast,nice :),joy
Freezing Moon - Ancient Beast,the HD remake is nice I guess,joy
Freezing Moon - Ancient Beast,but not good enough,sadness
Freezing Moon - Ancient Beast,it did make some units look less like there's a fog over them,sadness
Freezing Moon - Ancient Beast,"was strange to see that some of the units were made from parts, heh",surprise
Freezing Moon - Ancient Beast,"But no real big change; animations still very similar and stuff. All of that, and you get to miss out the two expansions and the ease to mod the game",sadness
Freezing Moon - Ancient Beast,"anyway, gameplay is really flawed to me, easy to exploit AI and such",anger
Freezing Moon - Ancient Beast,"even the non-symmetry of the combat field itself, one of the sides a big advantage for no real reason",anger
Freezing Moon - Ancient Beast,well it's an old game,sadness
Freezing Moon - Ancient Beast,"yes, but some new games tend to be made without using the old stuff properly as a base, they skip most of golden stuff altogether and make some new crap that has its own issues",anger
Freezing Moon - Ancient Beast,never really noticed an advantage due to that assymmetry,sadness
Freezing Moon - Ancient Beast,"@Zephyrum haha, that was the stuff I was talking about regarding the article I should write; the left side and right side corners have different number of adjacent tiles, I think that on the left side, the units in corners are more protected against melee attackers, as less units can fit near them",joy
Freezing Moon - Ancient Beast,"so that campaign made me realize the big issue, one extra hexagon can make all the difference",joy
Freezing Moon - Ancient Beast,"but exactly 1 hp? there's some randomness in Homm3, hits aren't always the same - how does that work? xD",fear
Freezing Moon - Ancient Beast,is that inside /deploy ?  or is that folder generated dynamically?,fear
Freezing Moon - Ancient Beast,"The campaign was uber hardcore; it implied low level units with low amounts of damage, so 1-2 points or so",sadness
Freezing Moon - Ancient Beast,"@tukkek deploy yeah, sorry, typed path by hand",sadness
Freezing Moon - Ancient Beast,"it's a bit annoying when others patch something and I don't understand the patch, because it means in case of something, I can't maintain it myself",anger
Freezing Moon - Ancient Beast,ok can u help me out a bit with changes to plasma field? i left this one for last since it's a bit more confusing than the others,fear
Freezing Moon - Ancient Beast,\The shield is no longer triggered when Dark Priest is active\ -> is this something that needs to be done or is it working like that already? (easier to ask than test),anger
Freezing Moon - Ancient Beast,"i'll test it then np, was just gonna ask about units and powers that could help so thx ",joy
Freezing Moon - Ancient Beast,also is there any other similar ability that causes counter damage like the upgraded version of plasma field proposes?,fear
Freezing Moon - Ancient Beast,"and eventually animation wise, it might be a little more awkward, as he would try to move and also shield.... so that change was my latest one and I'm really happy with the idea",joy
Freezing Moon - Ancient Beast,"currently there's no other one I can think of, kinda avoided that stuff because it was problematic in a lot of cases",fear
Freezing Moon - Ancient Beast,"\it was problematic in a lot of cases\ yeah this could be harder to code in, i'll have to try it out",fear
Freezing Moon - Ancient Beast,any idea where to find/acesss queue code?,fear
Freezing Moon - Ancient Beast,sry for asking small stuff like that but until i get a good grasp on the source files and abilities/units it's easier to ask than to spend 15 minutes searching :P,sadness
Freezing Moon - Ancient Beast,i'll take a look thx,love
Freezing Moon - Ancient Beast,usually github is really useful for searching,joy
Freezing Moon - Ancient Beast,"anyway, no worries, I know my way around the code a bit",joy
Freezing Moon - Ancient Beast,sure it helps but if you already know the answer to a question it's easier than searching :),joy
Freezing Moon - Ancient Beast,"yea saw that, let's see if I can use it! Is G.abilites and Game.abilities the same thing?",fear
Freezing Moon - Ancient Beast,"not sure, some of the class namings piss me off badly",anger
Freezing Moon - Ancient Beast,yeah I'm wondering how i will get to the `queue` that is inside Game,fear
Freezing Moon - Ancient Beast,"as i said the code seem quite well structured, a bit surprising actually",surprise
Freezing Moon - Ancient Beast,send kudos to the original rpogrammer for me :),joy
Freezing Moon - Ancient Beast,i think i got how to code the counter thing but i'm having a little trouble with the coding itself (specifically Ability#target doesn't seem to be working as expected). so if u gotta go don't worry about me :) i'll keep working and hopefully you'll find some news by the morning,fear
Freezing Moon - Ancient Beast,but i'm not sure i can use that in the way you've described,fear
Freezing Moon - Ancient Beast,yeah the method Creature#takedamage has a 'ignore retaliation' argument so it's clear that something has been done like this but idk if it's exactly what i need here,fear
Freezing Moon - Ancient Beast,"right, because way back, Abolishe's passive was doing damage all around when actually receiving damage, so 2 Abolished next to each other caused issues",sadness
Freezing Moon - Ancient Beast,"i think the only way i can make this work right now is if the counter is only done when the DP takes some damage, would that be ok for now?",fear
Freezing Moon - Ancient Beast,"the main issue i'm having is that when an ability is used on a target it should set a field (Ability#target) but somehow this isn't being updated correctly.. probably because some abilities attack a hex and not a target, even though they are affecting a target",fear
Freezing Moon - Ancient Beast,"yep, that's the desired effect",joy
Freezing Moon - Ancient Beast,more desired at least,joy
Freezing Moon - Ancient Beast,but if this idea i have will work (hopefully it will) it means that it is only a solution for this ability (plasma field) and not to all counter-like abilities,sadness
Freezing Moon - Ancient Beast,"which is not the best thing, but means it will probably work as desired",sadness
Freezing Moon - Ancient Beast,it's ok; no other counter abilities atm anyway,sadness
Freezing Moon - Ancient Beast,"alright cross you fingers then, if only for this ability i can probably just use the #activeunit field we were talking about a while ago",fear
Freezing Moon - Ancient Beast,"yeah, confirmed, haven't touched that Adaptation unit design wise recently though, it's still in old style",sadness
Freezing Moon - Ancient Beast,"if I think about it, will also do damage to \organic\ attacks, which are considered \melee attacks with range\ in some way",fear
Freezing Moon - Ancient Beast,good thing you're still here just talking to you made me think of another solution :D,love
Freezing Moon - Ancient Beast,"a stretched limb can get the attacking unit damaged, while an arrow won't; but arrow at melee range would still cause the unit to be targeted by proximity",fear
Freezing Moon - Ancient Beast,"the way i'm doing i don't think i can check if the attack was a melee/limb easily, maybe it's something to be improved later on",sadness
Freezing Moon - Ancient Beast,hard to say without knowing the code better,fear
Freezing Moon - Ancient Beast,"yeah, sometimes it's really useful for me as well to just have someone to bounce ideas with, even if he doesn't contribute too much :)",joy
Freezing Moon - Ancient Beast,but seemed too much work and a bit too early to get to know all the parameters required,sadness
Freezing Moon - Ancient Beast,oh nice just saw that melee is calculated exactly the way it's necessary for this to work :D,joy
Freezing Moon - Ancient Beast,thought it was hard to figure it out... but it's good news,joy
Freezing Moon - Ancient Beast,"i agree, first things first: making a fun game that can be played",joy
Freezing Moon - Ancient Beast,and enjoyed,joy
Freezing Moon - Ancient Beast,it works :D,joy
Freezing Moon - Ancient Beast,good stuff! i was hoping to add a feature to help debugging but i guess it's too late to start that today :P,joy
Freezing Moon - Ancient Beast,because today i had to change the value of hardcoded upgrades to 1 manually,sadness
Freezing Moon - Ancient Beast,"figured; and even later on, there's no UI setting for 1",sadness
Freezing Moon - Ancient Beast,if somehow i pushed that into the source code by mistake it would be a huge problem,fear
Freezing Moon - Ancient Beast,"there used to be lame settings with low time pools or just a few plasma point pools, not useful for real gameplay, but useful for testing indeed",sadness
Freezing Moon - Ancient Beast,yeah exactly that but without a system for that if a programmer starts messing around with 'testing features' then it could somehow end up in the code if he is not careful about returning things to their original state,fear
Freezing Moon - Ancient Beast,i really won't have time to do that tomorrow but maybe next week :) it's a simple thing but helpful but gotta figure out how to do it properly,sadness
Freezing Moon - Ancient Beast,"well, all actions get logged atm and can be replayed, so that's helpful",joy
Freezing Moon - Ancient Beast,alright i'd have to see how it's programmed then :) but rly if you think i'd be a good asset for the team i'd ask you to start working on that networking code asap.. we could use it for the undo and replay features as well,joy
Freezing Moon - Ancient Beast,plus getting to play the game with you guys would be a total winner :D,joy
Freezing Moon - Ancient Beast,"that guy from London, he's my best buddy",love
Freezing Moon - Ancient Beast,"and after a few matches, he tends to learn all the stuff and beat the crap out of me at my own game xD",joy
Freezing Moon - Ancient Beast,sounds like a nice guy :),love
Freezing Moon - Ancient Beast,good thing there's a 2vs2 and could play along with him vs others,joy
Freezing Moon - Ancient Beast,"I lost quite a few beers vs him, had to put a cap and try to earn back some of them",sadness
Freezing Moon - Ancient Beast,oh yeah absolutely! man i'm dying to play a match of this online hahah,joy
Freezing Moon - Ancient Beast,"interesting but online games are easy to cheat, we'd have to make sure cheating is very hard to do",fear
Freezing Moon - Ancient Beast,yeah that is something easier to do when the online play is working.. so you can test against other people + having fun while playtesting :D,joy
Freezing Moon - Ancient Beast,"yeah, didn't like it as much as the original C&C games though",sadness
Freezing Moon - Ancient Beast,"anyway, they're putting bountysource.com to really good use",joy
Freezing Moon - Ancient Beast,u said the changes would take 2-3 hours but it was more like 6 haha good thing i had the whole day for that :),joy
Freezing Moon - Ancient Beast,"well if you want my help i'd be glad to give it, had a lot of fun today plus i think the game can get really good",joy
Freezing Moon - Ancient Beast,"yeah, i'm not complaining just commenting on it.. also if i had more experience with the codebase maybe it would have taken only 2-3h indeed",sadness
Freezing Moon - Ancient Beast,"it's your choice, as I said.. sometimes many developers can be a problem as well",sadness
Freezing Moon - Ancient Beast,i guess you're already getting a lot of work done with these tests :D that's a good thing too,joy
Freezing Moon - Ancient Beast,i wish i could do this kind of work for free as well but unfortunately it's not possible right now.. but it would be a dream come true to work full time on a project like this,sadness
Freezing Moon - Ancient Beast,kind of a small change in that patch but good to receive contributions like that,joy
Freezing Moon - Ancient Beast,"it's not working code, just pseudo code",sadness
Freezing Moon - Ancient Beast,maybe not even good pseudo code,sadness
Freezing Moon - Ancient Beast,"code looks good, will do tests tomorrow, will have to merge first probably regardless",joy
ImageJ,"Well I'm a fool, I pushed the button",sadness
ImageJ,"Ha ha, welcome Lee. :-)",love
ImageJ,"And: happy Super \u03c0 day. It already passed here... (not the entire day, but 9:26:53 am)",joy
ImageJ,welcome!,love
ImageJ,thanks hinerm for the help on github,love
ImageJ,"sure @dietzc , hope it's helpful :bug: ",joy
ImageJ,@rishabhsethi Not yet as an end user application. But much groundwork was done with the ImageJ2 project to facilitate a future Android-based version.,sadness
ImageJ,@ctrueden thanks for replying. Actually what I want to do is subtract background from an image and filter noise and then use threshold algorithm to detect areas of interest in the image. I dont want it to be a client side application. Just need to perform these tasks on an image. Is this possible? Could you please guide me on how to proceed? Thanks.,fear
ImageJ,"Sorry. I didn't understand that correctly. I want to create an android app which takes in an image and perform those operations on that image. So, I want to use imageJ's algorithms (by using imageJ's api) in some way in the app to analyse the image. I thought that by end user you meant that imageJ doesn't have an app on android similar to other desktop environments. If that is not possible, is there any way I can do it. Thanks a lot for answering.",fear
ImageJ,"That said, if you are looking for a \quick\ solution, ImageJ will not fit the bill\u2014substantial work is likely required.",sadness
ImageJ,"If you are looking to call _ImageJ1_ plugins, then it will be nigh-impossible, because ImageJ1 is very tightly coupled to AWT, which is not available on Android.",sadness
ImageJ,OK thanks a lot. Will have to look for something else then :worried: ,fear
ImageJ,"All right, back to Dragon Age for me! Woo!",joy
ImageJ,hi all! I'm back,joy
ImageJ,Welcome back!,love
ImageJ,"@dscho Sure, no problem.",joy
ImageJ,@dscho I noticed that PAvel has a GitHub account now! And an org. That is great!,joy
ImageJ,"The good GitHub people have this program where scientific labs an apply for a free silver plan, and we did, and got accepted.",joy
ImageJ,"Sure, if you like! I am fine either way.",joy
ImageJ,That's very cool about the silver plan for academia.,joy
ImageJ,They're really good people.,love
ImageJ,Major progress on the ImageJ OPS built-ins branch last night!,joy
ImageJ,Now it's just a matter of adding in the built-in methods one by one. Alison is going to do it starting Tuesday. :-),joy
ImageJ,@ctrueden great. great! great! ,joy
ImageJ,"Happy birthday, @ctrueden!",love
ImageJ,Quick question because i can't find the answer there (http://imagej.net/Writing_ImageJ2_plugins). Do I put the class file for an imagej2 plugin into the Fiji/plugins folder like  for a imagej1 plugin?,fear
ImageJ,Why not make life easy and Just Use Eclipse/Maven?,anger
ImageJ,"From the perspective of assembling artifacts, it doesn't look like IntelliJ's integration with Maven is very good.",sadness
ImageJ,Looked easy and correct.,joy
ImageJ,@dscho Aha! View > Tool Windows > Maven Projects. And lots of goodies are there!,joy
ImageJ,"I know I should resist replying to that. But I really need to let you know that every single time you make a dick comment like that, it is very hurtful. The emoticon does not make it any less. And I'm sure I'm not the only one. Nowhere did I say the tool was bad. I used language \it doesn't look like\ to imply that that was my impression after 5-10 minutes of searching.",anger
ImageJ,"Look, you made it sound as if IntelliJ is a sucky tool.",anger
ImageJ,And that was wrong.,sadness
ImageJ,"You transformed a positive conversation about how to accomplish things in IntelliJ, into total bullshit. Instantly. Good job.",anger
ImageJ,"Which does not work for me, because it does not use the javac of the specified java8 SDK",sadness
ImageJ,That's why i could not work with the script editor,sadness
ImageJ,"I tried this first, but did not work, so i created the issue mentioned above",sadness
ImageJ,"Yeah, requiring Java 8 was a particularly poor choice from a collaboration/cooperation point of view.",sadness
ImageJ,No javac.jar found (looked in /Users/janosch/Applications/Fiji.app/jars)!,fear
ImageJ,BTW I am not worrying. That design choice is not really affecting me at all.,joy
ImageJ,"And I do not use that software myself, so there you go. All groovy.",joy
ImageJ,"yep, the folder is still there, with a fine looking maven project",joy
ImageJ,"But looks like, that the generated pom is missing stuff like a <ModelVersion>",sadness
ImageJ,"@dietzc Sorry I missed you in #imagejdev yesterday. I was home sick, and by then I had passed out.",sadness
ImageJ,you feel better?,love
ImageJ,Much. I think I had food poisoning.,sadness
ImageJ,damn. i hate food poisonings...,anger
ImageJ,hi @ctrueden and @hinerm  I have a question concerning SciJava (and you are not in the Scijava Channel ;-)).  If I call getPlugin(SomeSciJavaPlugin.class) should I get the first match which is of type SomeSciJavaPlugin or just exactly this plugin?,fear
ImageJ,amazing. thank you,joy
ImageJ,I was thinking we needed Data and Views for model/view separation. But we don't.,joy
ImageJ,and have a nice flight!,love
ImageJ,"It is highly unfortunate that the ImgLib2 Views class is all static methods. We should probably create a ViewService in imagej-common with all the same methods. That way, the behavior becomes extensible. And then recommend that people never use the static Views.",sadness
ImageJ,"It seems it's a critical issue. Might be enough to add `if (srcClass == null) return false;` to `AbstractConverter#canConvert(ConversionRequest)` and `if (src == null) return false;` to `AbstractConverter#canConvert(Class, Class)`. Though the `NullConverter` might then need to override more `canConvert` methods too...",fear
ImageJ,@ctrueden whoops.. didn't see this,sadness
ImageJ,@hinerm Thanks for the bug-fix. I just pushed a different one that is slightly more thorough to the can-convert-nulls branch.,joy
ImageJ,Thanks @hinerm.,love
ImageJ,"It is exciting to think that JavaFX may be able to give us all worlds: standalone (i.e. external JRE), self-contained (i.e., internal JRE), embedded (i.e., applet) and JWS (i.e. launch from web).",joy
ImageJ,Less exciting that Chrome is dropping support for applets and JWS completely soon. :-(,sadness
ImageJ,looking forward to having you back in the office on Monday,love
ImageJ,it is sad to be here alone :'(,sadness
ImageJ,"Yeah, will be happy to be back!",love
ImageJ,So your notes about importClass and importPackage are no longer valid. __Except:__ JavaScript is not discovered properly when launching with Java 8 due to a bug in the ImageJ Launcher.,sadness
ImageJ,"@ctrueden Thanks for the update. I was adding the bit to the wiki so that I don't forget what I found out. Glad to hear that things develop, I will test with the new launcher.",joy
ImageJ,"Everyone FYI: a horrible Updater bug hit ImageJ today, causing the \jars/imagej-2.0.0-rc-30.jar\ file to disappear from the Fiji continuous release. I repaired the update site, and am hoping the  next release build ([currently in progress](http://jenkins.imagej.net/job/Stable-Fiji/)) does not suffer this problem anymore.",fear
ImageJ,The good news is that the Help > Update command of existing installations was basically unaffected.,joy
ImageJ,"Hey. A bit off topic, I tried to get started with imglib2, but found a few obstacles on the website. First on http://fiji.sc/ImgLib2 the link to ImgLib2 javadoc seems dated. What worked for me is http://jenkins.imagej.net/view/ImgLib2/job/ImgLib2-javadoc/javadoc/ maybe this can be updated?",fear
ImageJ,"Then in Documentation -> Getting Started http://fiji.sc/ImgLib2_-_Getting_Started the code is also a bit dated. The first section mostly works, but some parts don't. First problem: in the untangled version of the \long line\ it refers to \ImgFactory\ but the corresponding import is missing.",sadness
ImageJ,I don't like mailing lists - so maybe my suggestion is a bit biased.,sadness
ImageJ,"@emmenlau As for the \documentation\ pages, those are unfortunately not tied to CI so they fall out of date. My personal preference would be to migrate the \documentation\ including \getting started\ into the ImgLib2 Tutorials section, and tie it in to https://github.com/imglib/imglib2-tutorials with the rest.",sadness
ImageJ,"But I personally do not have time to do that. As Johannes says, changes along those lines would greatly benefit the community!",sadness
ImageJ,"If only two people ever edit a wiki, that is a sign that not everybody wants to participate.",sadness
ImageJ,And as a bonus I'll not even bug you about \community\ and \participation\ anymore ;-),joy
ImageJ,Less work for me.,joy
ImageJ,"hm hard to answer. some PRs in Ops are pending because of the ThreadService issue in SciJava-Commons and the bug in ImgLib2-ROI. Anyway, I will let you know tomorrow if I think its super urgent, ok?",sadness
ImageJ,"ok a release would be great, especially if imagej-ops could directly base on the latest versions of scijava-common and imglib2-roi",joy
ImageJ,!!! great ;-),joy
ImageJ,I wonder what it feels like to cut releases on a day that isn't right before a vacation/holiday weekend,sadness
ImageJ,"@hinerm Uh, what? Is it even possible to cut releases on other days? :innocent: ",sadness
ImageJ,"Hi, I am a new fiji user trying to run a macro on images (.zvi) acquired on a fluo microscope. However, fiji does not take the files into account. ",sadness
ImageJ,Can anyone help? Tx,fear
ImageJ,Right now our handling of multi-component images in Micro-Manager is pretty unpleasant; they're split up into \virtual channels\ for display on the ImageJ side.,sadness
ImageJ,"Sorry, should have defined terms.",sadness
ImageJ,"I like that perspective. The current ImageJ2 design agrees with that definition of Channel, but broadens it a little more.",joy
ImageJ,The conflation of channel and component causes a million headaches for us when working with ImageJ rendering stuff.,anger
ImageJ,"(Which would be a ton of work, but ImageJ1's display code is just such a bear)",sadness
ImageJ,"So, a major thing the ImageJ2 team is struggling with is lack of bandwidth to develop the various IJ subsystems needed.",fear
ImageJ,"Because otherwise, the IJ2 display subsystem is going to languish for at least one more year.",fear
ImageJ,We're going to be severely bandwidth-constrained as well; we're just two people and the company we're starting kicks off October 1st.,sadness
ImageJ,"There are lots of advantages to that, too.",joy
ImageJ,I think I got him a little fired up and energized\u2014not sure if he took any of that back to you guys.,joy
ImageJ,We have no shortage of opportunities; we just have to figure out where to assign our effort.,joy
ImageJ,"The main thing I want to move away from, when it comes to RGB/RGBA images, is the dumb packed ints.",anger
ImageJ,"Ahh, gotcha.",joy
ImageJ,"Right now, ImgLib2's approach is a special type called \ARGBType\ which is better than how IJ1 does it, but still a special case in some circumstances.",fear
ImageJ,And @landinig has quite a few words to say to us about that... pointed out a few places where that falls down hard.,sadness
ImageJ,"Yeah, I don't pretend it's ideal.",sadness
ImageJ,MM2.0 is such a radical restructuring though that I had to take opportunities where possible to simplify.,sadness
ImageJ,"Or else we wouldn't have any releases, even alpha releases, for another month at least.",anger
ImageJ,"Completely understood, and I sympathize.",love
ImageJ,BTW 2.0 alpha is available. :),joy
ImageJ,Gratz!,joy
ImageJ,"Oooh, Java 8. That'll be nice.",joy
ImageJ,"Yes, ditching Java 6 is going to solve a lot of problems.",joy
ImageJ,"Okay, thanks for the info! And good luck with everything; sounds like you have a busy month ahead of you.",joy
ImageJ,"Yeah, it's sort of terrifying. Even more than usual. I have to write the 2nd draft of the ImageJ2 paper, and prep my ImageJ2 talk for the conference, and prep the ImageJ OPS workshop for the conference. And as you know, when preparing technical materials like that, a slew of bug-fixes and commits end up going hand in hand with it.",sadness
ImageJ,So I fear lots of user bug reports are going to fall by the wayside for a while... :worried: ,fear
ImageJ,And likewise to you: have fun with MM2.0. :+1:,joy
ImageJ,"Will do, thanks!",love
ImageJ,"@ChrisWeisiger BTW we had a crack at porting SPIMAcquisition (OpenSPIM's MM plugin) to 2.0. We were not successful, in spite of spending 1.5h on it (it was intended as a first assessment how backwards-compatible MM 2.0 will be, and it appears that it won't be backwards-compatible at all; a lot of interfaces/classes have moved locations, therefore it is impossible to write a plugin that works with both 1.4 and 2.0). Not meant as criticism, just letting you know that we faced troubles and decided to stay with 1.4 for the time being.",fear
ImageJ,Hello everybody! I am having some problems with the imagej codestyle/formatter/prefs for eclipse. It seems that imports are reordered (in DefaultOpService for example) and `..<T> implements` is formatted to `..<T>implements`. I am using Eclipse Mars (which may be the issue).,fear
ImageJ,"Alright, thanks! What about the `..<T>implements` thing, though?",joy
ImageJ,No I'm wrong.,sadness
ImageJ,@Squareys Sorry to hear that Mars has problems. But thanks for the heads up; I was _just_ about to switch after @hinerm said things were working well for him (but we didn't test code clean up...),sadness
ImageJ,"Alright, thank you for clarifying, and thanks for helping!",love
ImageJ,"@ctrueden Hi Curtis, maybe you can help me with this: I'm trying to run imagej from eclipse, but it does not load the script editor (it does not exist under File > New >... ) How do I need to configure eclipse to load it from my local imagej-ui-swing project?",fear
ImageJ,Is that good enough?,fear
ImageJ,"For the latter: unlikely before next year, since ditching Java 6 will have serious consequences.",fear
ImageJ,@ctrueden I cannot use ScriptEditorTestDrive for https://github.com/imagej/imagej-ui-swing/issues/52. It cannot reproduce the bug.,fear
ImageJ,@bnorthan absolutely!,joy
ImageJ,"@bnorthan Thanks, will definitely upgrade that before the end of the week, then.",joy
ImageJ,@hinerm Behold! https://github.com/scijava/scijava-common/commit/8166d835d66cc4735b177e7780aaadf73b32d2d9,joy
ImageJ,"@ctrueden Simply put, I sort all my SingletonPlugins in initialize, but their infos currently return null for some reason, they are already in the instance map though.",fear
ImageJ,"Ah, I see DefaultAppService does the plugin handling lazily.",sadness
ImageJ,"Because it takes time during `new Context()` to do all that stuff, which slows down the application startup.",sadness
ImageJ,So we do tons of lazy init stuff in many services.,sadness
ImageJ,"@ctrueden Okay, thanks!",love
ImageJ,"@ctrueden, @hinerm, when calling an op should python lists be automatically converted to java arrays??  \n\nthis does not seem to work...\n```\nphantom=ops.create().img([xSize, ySize)]\n```\n\nto get around it I have to use jarray\n```\n phantom=ops.create().img(array([xSize, ySize], 'l'))\n```\n\n",fear
ImageJ, that sounds familiar @bnorthan .. not sure if there's a good way around it,sadness
ImageJ,"I can't even get the `array` working personally, in the latest Fiji..",sadness
ImageJ,"Yes, the `jarray` thing is a known issue with Jython.",sadness
ImageJ,I don't think there is a way around it.,sadness
ImageJ,"So, that will be awesome for our workshop!",joy
ImageJ,@ctrueden no jython support: https://github.com/bobbylight/RSTALanguageSupport,sadness
ImageJ,Too bad Groovy is also considered broken right now.,anger
ImageJ,@hinerm the code segment above only works with imagej-ops 0.16. ,sadness
ImageJ,"Oh, it is `array`",surprise
ImageJ,so you don't have the context of the full stack trace to blacklist something,sadness
ImageJ,"@ctrueden, @hinerm  \n\ndoes the content assist work for groovy??\n\nspeaking of groovy the following code does not work because ArrayList is not converted.  I can work around it using the Dimensions interface, but it would be nice to be able to use the concise call in the workshop.  \n```\n// @OpService ops\n\nops.create().img([20,20])\n```",sadness
ImageJ,it doesn't work for groovy yet :(,sadness
ImageJ,I am 99% sure it won't work because I have never actually used them.. :D,sadness
ImageJ,haha and they don't build,joy
ImageJ,@hinerm thanks Mark.  I'll take a look at it and let you know. ,love
ImageJ,@hinerm when running mvn it seems to fail on the ConversionUtilsTest\n\n>ConversionUtilsTest.testPrimitiveArray:266->setFieldValue:531 \u00bb ClassCast [I c...,sadness
ImageJ,Did I mess up the include/import procedure?,fear
ImageJ,@NoamGit you are almost certainly missing the Maven dependencies of the Trainable Weka Segmentation plugin,fear
ImageJ,"@dscho  Sorry for these very basic questions, but can I specify it as parent POM by simply adding \n'''\n<parent>\n\t\t<groupId>sc.fiji</groupId>\n\t\t<artifactId>pom-fiji</artifactId>\n\t\t<version>9.0.0</version>\n\t\t<relativePath />\n\t</parent>\n'''\nto the project pom.xml?",fear
ImageJ,@dscho It seems that Google Code shut its doors yesterday. Several jobs reference it:\n```\n$ grep code.google jobs/*/config.xml\njobs/Fiji-synchronizer/config.xml:    https://code.google.com/p/fiji-bi/=https://code.google.com/p/fiji-bi/ \\\njobs/ImageJA-synchronizer/config.xml:    https://code.google.com/p/fiji-bi.imageja/\njobs/MSysGit-Git-Git-Mirror/config.xml:# https://code.google.com/p/msysgit.4msysgit/</command>\njobs/MSysGit-Git-Mirror/config.xml:#    https://code.google.com/p/msysgit/</command>\njobs/ThunderStorm-Git-Mirror/config.xml:    https://code.google.com/p/thunder-storm/ \\\n```\nWould you agree that I should remove those repos from those jobs?,sadness
ImageJ,"A little bit surprising, given that they promised to turn things read-only.",surprise
ImageJ,"It's just that ImageJA-synchronizer tried to push to Google Code due to changes on the other side, which of course failed.",sadness
ImageJ,"Yep, MSysGit is lying on the beach, enjoying the sun.",joy
ImageJ,Thanks for the advice\u2014I will file an issue for it.,joy
ImageJ,The Git for Windows website is looking awesome now. :+1:,joy
ImageJ,Except that the version tag is missing.,sadness
ImageJ,"Tons of work to do, still.",sadness
ImageJ,"I was reading the governance model page, which is nice.",joy
ImageJ,"Hey, that's almost looking like a flat bell curve!",surprise
ImageJ,@ctrueden  sorry I missed this.   Would you be available to meet at 4:00 eastern/3:00 central??  Or later in the week if that doesn't work. ,sadness
ImageJ,thanks for the release @hinerm @ctrueden ,joy
ImageJ,@ctrueden sounds good,joy
ImageJ,@dietzc thanks a lot.  Those instructions were useful.  I have some more questions which I will post to the dev list. ,joy
ImageJ,actually I'm not sure if the imagej-dev list is the right place for KNIME related prolems,fear
ImageJ,Hah! Gotcha.,joy
ImageJ,I even did JavaDoc. Wow ;-),joy
ImageJ,I may convert some Java examples only to scripts. Still cogitating. The UsingOps example is still a pain in Java due to lack of sufficient type-safe method signatures.,anger
ImageJ,"Actually it doesn't completely work on the topic branch right now due to `add(Img, Img)` no longer matching as expected.",sadness
ImageJ,This works with the \Confocal Series\ sample image.  The only hiccup is I can't figure out how to set the axes on the new image....  ,sadness
ImageJ,"After mucking around with the ImageJ tutorials a bunch on a topic branch, I was reminded why I had them structured as separate JARs... and I'm not sure how to proceed.",fear
ImageJ,It's the two-edged sword of extensibility once again. Some of the tutorials add rather disruptive extensions to the context.,anger
ImageJ,And some of those could be Java sources\u2014that is fine. But that only works for single-file Java sources which are \runnable\ in some sense.,sadness
ImageJ,Some of the tutorials are not really runnable from Script Editor. E.g.: the new module preprocessor plugin.,sadness
ImageJ,@dietzc thanks for the suggestion but it didn't work.  ,sadness
ImageJ,Would really appreciate!,love
ImageJ,Because it can't be shared publicly?,sadness
ImageJ,"@gab1one: Oh yeah, cool.",joy
ImageJ,like this :D,joy
ImageJ,"If you think so, then great. You're the one who knows the requirements for the problem. :smile:",joy
ImageJ,It's nice that your data is so clean and nearly noise free.,joy
ImageJ,"yeah, but i still am missing the finishing step",sadness
ImageJ,effort appreciated! ,love
ImageJ,"if we can nail that down, that would be so cool",joy
ImageJ,i'm getting some bars when plotted :(,sadness
ImageJ,"followed by create selection, when i click on save coordinates the selection disappears i dont know if thats what is causing problem",fear
ImageJ,I have to run; I think you have what you need. Best of luck with your project.,joy
ImageJ,yes but this is not what i wanted,sadness
ImageJ,I think you choose the wrong plotter for this,sadness
ImageJ,what would be the right way in that case?,fear
ImageJ,Fellas my query still goes unresolved,sadness
ImageJ,how can i send u the data points,fear
ImageJ,cool,joy
ImageJ,"ok, the points are correct, but exel is definitely not the right tool to plot it. Generally not a good the best idea to plot pixel values with a scatter plot..",sadness
ImageJ,"glad that works but im afraid i wanted something else,..",fear
ImageJ,"i used [KNIME](https://www.knime.org/)  for that, its free, open-source and awesome, but I might be biased  :D  ",joy
ImageJ,It's not a show stopper.  The script still functions.  I just can't create a display when creating the new ImgPlus with meta data.,sadness
ImageJ,One thing I was wondering: why do you use `display.createDisplay` instead of `ui.show`?,surprise
ImageJ,"BTW, I still didn't have time to track down the bug above; will discuss with @hinerm tomorrow morning.",sadness
ImageJ,"OK, sounds good.",joy
